Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 666,0.595505618,1,0.123490842,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,0.696629213,0.098039216,0.323232323,0.12244898,0.526315789,1,0.46024515,0.116564417,0,0,1,0,1,0,10,-10,10
Scene 667,0.033707865,1,0.924393081,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.098039216,0.146067416,0.156862745,0.737373737,0.489795918,1,1,0.277105716,0.339468303,0,0,1,1,1,1,-2,10,-2
Scene 668,0.505617978,0,0.645318689,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.843137255,0.561797753,0.941176471,0.484848485,0.183673469,0.526315789,0,0.561195069,0.079754601,0,0,0,0,1,0,10,-10,10
Scene 669,0.775280899,0,0.102884996,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,1,0.5,0,0.725490196,0.606741573,0.882352941,0.292929293,0.020408163,0.578947368,0,0.624982055,0.764826176,0,0,1,0,1,1,8,10,10
Scene 670,0.528089888,1,0.087918778,0.5,0.5,1,0,0.5,0,0.5,0,0.5,0,1,1,0.490196078,0.988764045,0.68627451,0.606060606,0.428571429,0.473684211,1,0.456985478,0.482617587,0,0,0,1,0,0,-2,-10,8
Scene 671,0.011235955,0,0.174057818,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.588235294,0.887640449,0.254901961,0.373737374,0.734693878,0.947368421,0,0.860433318,0.588957055,0,0,1,0,0,0,10,-10,10
Scene 672,0.426966292,1,0.535031203,0,1,0.5,0.5,0.5,0,0.5,0,1,1,0.5,1,0.764705882,0.438202247,0.705882353,0.939393939,0.979591837,0.578947368,1,0.859680524,0.263803681,0,0,1,1,0,0,10,-10,8
Scene 673,0.629213483,0,0.082284063,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.098039216,0.93258427,0.019607843,0.151515152,0.959183673,1,0,0.726828773,0.026584867,0,0,0,1,0,0,-2,-10,8
Scene 674,0.808988764,1,0.5363598,0.5,1,0.5,0.5,1,1,0.5,1,0,0.5,0.5,0.5,0.62745098,0.865168539,0.176470588,0.141414141,0.673469388,0.263157895,1,0.310769558,0.376278119,0,0,0,0,0,0,10,-10,10
Scene 675,0.101123596,0,0.69475446,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0.68627451,0.876404494,0.352941176,0.474747475,0.285714286,0.947368421,0,0.311668279,0.218813906,0,0,1,0,1,1,10,10,10
Scene 676,0.359550562,0,0.726107572,0.5,0.5,0.5,0,1,0.5,0,0.5,0.5,0.5,0.5,1,0.294117647,0.528089888,0.352941176,0.181818182,0.632653061,0.105263158,0,0.595724921,0.329243354,0,0,1,1,0,0,10,-10,8
Scene 677,0.561797753,1,0.910710048,0,1,1,0,0,0,0.5,0.5,1,0.5,0,1,0.823529412,0.08988764,0.705882353,0.01010101,0.795918367,0.263157895,1,0.973579303,0.760736196,0,0,1,1,0,0,-2,-10,8
Scene 678,0.179775281,1,0.783903578,1,1,0.5,1,1,0,0.5,0,1,1,0.5,0.5,0.784313725,0.93258427,0.764705882,0.202020202,0.632653061,0.526315789,1,0.808477223,0.404907975,0,0,1,0,1,0,-2,-10,10
Scene 679,0.471910112,0,0.915672128,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.274509804,0.292134831,0.470588235,0.616161616,0.979591837,0,0,0.495589223,0.554192229,0,0,1,0,0,1,10,10,10
Scene 680,0.101123596,1,0.055914883,1,0.5,0.5,1,0,1,0.5,0,0.5,0,0.5,0,0.882352941,0.988764045,0.274509804,0.797979798,0.693877551,1,1,0.682594346,0.480572597,0,0,0,1,1,1,10,-10,10
Scene 681,0.887640449,0,0.183031055,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.235294118,0.719101124,0.843137255,0.949494949,0.142857143,0.157894737,0,0.143045263,0.801635992,0,0,1,0,1,1,8,10,10
Scene 682,0.842696629,0,0.274648483,0,0.5,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.862745098,0.820224719,0.588235294,0.383838384,0.734693878,0.421052632,0,0.087105489,0.069529652,0,0,1,0,1,1,-2,-10,10
Scene 683,0.640449438,0,0.694056319,0.5,0.5,0,0.5,1,0.5,1,0.5,0,0.5,0.5,0.5,0,0.471910112,0.274509804,0.949494949,0.87755102,0,0,0.683024564,0.703476483,0,0,1,0,1,1,-2,10,10
Scene 684,0.426966292,0,0.773300615,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.647058824,0.674157303,0.156862745,0.535353535,0.897959184,0.947368421,0,0.792993826,0.163599182,0,0,1,0,1,0,10,-10,10
Scene 685,0.93258427,0,0.299936798,1,0,0,0.5,1,0,0,0.5,0.5,1,1,0.5,0.176470588,0.853932584,0.137254902,0.121212121,0.93877551,0.157894737,0,0.019432486,0.202453988,0,0,0,0,1,0,-2,-10,10
Scene 686,0.606741573,0,0.577344418,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.254901961,0.516853933,0.529411765,0.060606061,0.387755102,0.368421053,0,0.076586354,0.63394683,0,0,1,0,0,0,-2,-10,10
Scene 687,0.685393258,0,0.040578175,0.5,0.5,0,0.5,0.5,0,0,1,0.5,1,0.5,0.5,0.450980392,0.415730337,0.882352941,0.434343434,0.265306122,0.368421053,0,0.961025942,0.028629857,0,0,0,1,0,1,-2,10,8
Scene 688,0.02247191,0,0.230873687,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.882352941,0.325842697,0.725490196,0.02020202,0.816326531,0.105263158,0,0.63295282,0.90593047,0,0,1,0,0,0,-2,-10,10
Scene 689,0.404494382,1,0.063227451,1,0.5,0,0,1,1,0.5,0.5,0,1,0,1,0.803921569,0.168539326,1,0.727272727,0.387755102,1,1,0.744506052,0.509202454,0,0,0,1,1,0,10,-10,10
Scene 690,0.685393258,0,0.982598341,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.098039216,0.179775281,0.803921569,0.676767677,0.93877551,0.842105263,0,0.192299915,0.672801636,0,0,1,1,1,1,10,10,10
Scene 691,0.966292135,1,0.903830983,0.5,0,0,1,0,0.5,0,1,1,0.5,0.5,0.5,0.823529412,0.696629213,0.588235294,0.101010101,0.612244898,0.736842105,1,0.744507839,0.674846626,0,0,0,1,1,0,-2,-10,10
Scene 692,0.573033708,0,0.508909156,0,0,0.5,0.5,0,0.5,0.5,0.5,0,1,0.5,0.5,0.352941176,0.258426966,0.745098039,0.777777778,0.693877551,1,0,0.652608881,0.063394683,0,0,1,1,0,0,-2,-10,8
Scene 693,0.382022472,1,0.079824481,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.058823529,0.359550562,0.196078431,0.505050505,0.204081633,0.157894737,1,0.743136787,0.683026585,0,0,0,1,1,0,10,-10,10
Scene 694,0.786516854,1,0.842471689,0,1,0.5,0.5,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.411764706,0.393258427,0.470588235,0.212121212,0.142857143,0.368421053,1,0.617038444,0.484662577,0,0,1,0,1,0,10,-10,10
Scene 695,0.303370787,0,0.371985766,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.470588235,0.247191011,0.509803922,0.232323232,0.775510204,0.105263158,0,0.927893195,0.141104294,0,0,1,1,0,1,-2,-10,8
Scene 696,0.235955056,0,0.687192638,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,0.450980392,0.269662921,0.862745098,0.080808081,0.93877551,0.947368421,0,0.657893324,0.488752556,0,0,1,1,0,1,-2,10,8
Scene 697,0.539325843,1,0.933663807,0.5,0.5,1,0,0.5,0.5,1,1,0.5,0.5,0,0,0.666666667,0.460674157,0.666666667,0.838383838,0.551020408,0.368421053,1,0.235403923,0.685071575,0,0,1,1,0,1,-2,10,8
Scene 698,0.674157303,0,0.304954383,0.5,0,0.5,0,1,1,0.5,0,0,0.5,0.5,0.5,0.196078431,0.494382022,0,0.676767677,0.306122449,0.789473684,0,0.333402356,0.012269939,0,0,1,0,0,0,-2,-10,10
Scene 699,0.988764045,0,0.895414427,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,0,0.5,0.5,0.058823529,0.191011236,0.254901961,0.080808081,0.204081633,0.315789474,0,0.63245663,0.81595092,0,0,1,1,1,1,-2,10,10
Scene 700,0.449438202,1,0.93803524,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,1,0.37254902,0.651685393,0.235294118,0.97979798,0.612244898,0.684210526,1,0.599076749,0.212678937,0,0,1,1,0,1,10,10,8
Scene 701,0.775280899,0,0.921568559,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.294117647,0.337078652,0.509803922,0.050505051,1,0.263157895,0,0.991890398,0.834355828,0,0,1,0,0,1,-2,10,10
Scene 702,0.157303371,1,0.404159895,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,1,0.470588235,0.640449438,0.803921569,0.212121212,0.918367347,0.842105263,1,0.531773685,0.785276074,0,0,0,0,0,1,-2,-10,-2
Scene 703,0.08988764,1,0.562718495,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,1,1,1,0.568627451,0.95505618,0.058823529,0.666666667,0.204081633,0.789473684,1,0.548452656,0.983640082,0,0,1,0,0,1,10,10,10
Scene 704,0.561797753,0,0.074015946,0.5,0,0,1,0.5,1,1,0.5,0.5,1,0.5,1,0.039215686,0.853932584,0.529411765,0.373737374,0.408163265,0.526315789,0,0.628696451,0.294478528,0,0,0,1,0,0,-2,-10,8
Scene 705,0.056179775,1,0.431379415,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.823529412,0.719101124,0.568627451,0.050505051,0.020408163,0.105263158,1,0.409381449,0.566462168,0,0,1,1,1,1,10,-10,10
Scene 706,0.808988764,0,0.420581024,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.117647059,0.528089888,0.058823529,0.525252525,0.979591837,0,0,0.005272265,0.687116564,0,0,1,1,1,0,10,-10,10
Scene 707,0.505617978,1,0.026268625,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.31372549,0.775280899,0.37254902,0.656565657,0.346938776,0.684210526,1,0.798177777,0.887525562,0,0,1,0,0,0,8,-10,10
Scene 708,0.06741573,0,0.809496573,0.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0.5,0.5,1,0.31372549,0.337078652,0.196078431,0.02020202,0.326530612,0.263157895,0,0.938679215,0.572597137,0,0,1,1,0,0,-2,-10,8
Scene 709,0.078651685,0,0.922440246,0,1,1,0.5,1,1,1,0.5,0.5,1,0,0.5,0.490196078,0.337078652,0.882352941,0.181818182,0.755102041,0.894736842,0,0.174406231,0.047034765,0,0,0,0,1,1,-2,10,10
Scene 710,0.483146067,1,0.226663054,0.5,0.5,1,0,0.5,1,1,1,0.5,0,1,0,0.078431373,0.93258427,0.529411765,0.424242424,0.346938776,0.631578947,1,0.700115355,0.474437628,0,0,0,0,0,1,10,10,10
Scene 711,0.292134831,1,0.689805439,1,0.5,0,0,0.5,0.5,1,0.5,1,0.5,0,0.5,0.31372549,0.146067416,0.588235294,0.888888889,0.693877551,0.315789474,1,0.487440374,0.484662577,0,0,1,1,1,1,10,10,10
Scene 712,0.438202247,1,0.853981439,0,0.5,1,1,1,0.5,1,1,1,0.5,0.5,0.5,0.725490196,0.370786517,0.196078431,0.282828283,0.408163265,0.789473684,1,0.161149561,0.63803681,0,0,1,0,1,0,10,-10,10
Scene 713,0.426966292,1,0.502352949,0.5,0,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.294117647,0.853932584,0.254901961,0.606060606,0.775510204,0.842105263,1,0.906040007,0.781186094,0,0,0,0,0,1,10,10,10
Scene 714,0.370786517,1,0.448076089,1,0,0.5,0,1,0,0.5,0,0.5,0,0.5,0,0.156862745,0.393258427,0.254901961,0.333333333,0.653061224,0.315789474,1,0.557500274,0.697341513,0,0,1,1,0,0,10,-10,8
Scene 715,0.719101124,0,0.760204398,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.901960784,0.04494382,0.941176471,0.747474747,0.612244898,0.473684211,0,0.583645051,0.611451943,0,0,1,0,0,0,2,-10,10
Scene 716,0.168539326,1,0.278938888,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.588235294,0.707865169,0.705882353,0.191919192,0.816326531,0.526315789,1,0.514991619,0.329243354,0,0,1,0,0,0,10,-10,10
Scene 717,0.370786517,1,0.140422437,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0.5,1,1,0.37254902,0.561797753,0.215686275,0.252525253,0.571428571,0.684210526,1,0.426412911,0.00204499,0,0,0,0,1,1,10,10,10
Scene 718,0.471910112,0,0.218431817,1,0,0.5,1,0.5,0.5,0.5,1,0,0,0.5,0,0.823529412,0.08988764,0.509803922,0.141414141,0.632653061,0.105263158,0,0.36780147,0.255623722,0,0,1,1,0,0,-2,-10,8
Scene 719,0.303370787,1,0.496877387,0,0.5,1,0,0,0.5,0.5,0.5,1,0.5,0,0.5,0.078431373,0.539325843,0.156862745,0.909090909,0.918367347,0.421052632,1,0.516444843,0.120654397,0,0,0,1,1,1,10,10,10
Scene 720,0.04494382,0,0.316124481,0.5,1,0,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.862745098,0.146067416,0.803921569,0.95959596,0.693877551,0.473684211,0,0.737673199,0.770961145,0,0,1,1,1,0,-2,-10,10
Scene 721,0.764044944,0,0.54121941,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.254901961,0.314606742,0.666666667,0.636363636,0.020408163,0.473684211,0,0.52562481,0.985685072,0,0,1,0,1,1,2,10,10
Scene 722,0.280898876,0,0.555228816,0,0,0.5,1,1,0,0,0,0.5,0.5,0.5,0,0.039215686,0.95505618,0.058823529,0.747474747,0.428571429,0.263157895,0,0.08522251,0.247443763,0,0,0,0,1,1,10,-10,10
Scene 723,0.505617978,0,0.05844314,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.588235294,0.640449438,0.529411765,0.111111111,0.571428571,0.526315789,0,0.209885725,0.390593047,0,0,1,1,0,1,-2,10,8
Scene 724,0.415730337,0,0.361788727,0.5,1,0,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.784313725,0.202247191,0.68627451,0.464646465,0.12244898,0.157894737,0,0.12847019,0.319018405,0,0,1,1,1,1,10,10,10
Scene 725,0.685393258,0,0.527925537,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.705882353,0.786516854,0.098039216,0.686868687,0.918367347,0.157894737,0,0.041040899,0.525562372,0,0,0,0,0,0,-2,-10,10
Scene 726,0.404494382,1,0.887035606,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,1,0.5,1,0.647058824,0.921348315,0.803921569,0.848484848,0.959183673,0.210526316,1,0.113217048,0.312883436,0,0,1,1,0,1,10,-10,8
Scene 727,0.168539326,0,0.558383165,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.333333333,0.06741573,0.68627451,0.393939394,0.918367347,0.631578947,0,0.930350722,0.627811861,0,0,1,1,0,1,10,-10,8
Scene 728,0.584269663,1,0.236973708,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,0.647058824,0.528089888,0.705882353,0.101010101,0.469387755,0.578947368,1,0.691357178,0.032719836,0,0,1,1,0,1,8,-10,8
Scene 729,0.95505618,1,0.336921469,0.5,0.5,0.5,1,0.5,1,1,0,0.5,1,0,0,0.745098039,0.101123596,0.882352941,0.262626263,0.795918367,0,1,0.809353806,0.243353783,0,0,1,1,1,1,10,-10,10
Scene 730,0.382022472,1,0.145414327,0.5,0.5,1,0.5,0,1,0.5,0.5,0,1,1,0,0.960784314,0.314606742,0.921568627,0.737373737,0.346938776,0.157894737,1,0.030002615,0.196319018,0,0,1,0,0,0,-2,-10,10
Scene 731,0.292134831,1,0.040029376,0.5,0.5,1,0,1,0.5,1,0.5,1,0.5,0.5,1,0.117647059,0.337078652,0.784313725,0.646464646,0.918367347,0,1,0.079394485,0.417177914,0,0,0,0,1,1,10,10,10
Scene 732,0.943820225,0,0.261417021,0,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.176470588,0.471910112,0.921568627,0.292929293,0.775510204,0.315789474,0,0.021267303,0.762781186,0,0,1,0,1,0,-2,-10,10
Scene 733,0.943820225,0,0.403777672,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,0.294117647,0.775280899,0.470588235,0.898989899,0.265306122,0.947368421,0,0.344540094,0.689161554,0,0,1,0,1,1,-2,10,10
Scene 734,0.303370787,1,0.331895941,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.137254902,0.438202247,0.607843137,0.373737374,0.551020408,0.736842105,1,0.616643075,0.82208589,0,0,0,0,0,1,8,-10,10
Scene 735,0.550561798,0,0.462225199,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.31372549,0.831460674,0.215686275,0.484848485,0.551020408,0.842105263,0,0.299728917,0.736196319,0,0,1,1,1,0,-2,-10,-2
Scene 736,0.97752809,1,0.146540196,0.5,1,0.5,1,0.5,1,1,0.5,0.5,0,0.5,0.5,0.215686275,0.640449438,0.941176471,0.232323232,0.346938776,0.526315789,1,0.59561302,0.595092025,0,0,1,1,0,0,10,-10,8
Scene 737,0.662921348,1,0.655360076,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.705882353,0.359550562,0.215686275,0.03030303,0.897959184,0.052631579,1,0.373892098,0.795501022,0,0,0,1,0,0,8,-10,8
Scene 738,0.033707865,0,0.596177081,0.5,0,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.509803922,0.494382022,0.490196078,0.373737374,0,0.315789474,0,0.560862845,0.139059305,1,0,1,1,1,0,10,-10,10
Scene 739,0.247191011,0,0.646954947,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.62745098,0.707865169,0.941176471,0.95959596,0.775510204,0.842105263,0,0.712955873,0.27402863,0,0,0,1,0,1,10,10,8
Scene 740,0.460674157,1,0.304233074,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,1,0,0.078431373,0.314606742,0,0.686868687,0.673469388,0.263157895,1,0.106652661,0.472392638,0,0,0,1,0,0,-2,-10,8
Scene 741,0.314606742,1,0.172983891,0,0.5,0.5,0,1,0.5,0.5,1,0,0.5,0.5,0.5,0.37254902,0.101123596,0.411764706,0.656565657,0.163265306,0.421052632,1,0.965393451,0.732106339,0,0,0,0,1,1,10,10,10
Scene 742,0.606741573,0,0.331413791,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0,1,0,0.235294118,0.06741573,0.68627451,0.313131313,0.265306122,0.368421053,0,0.296444141,0.323108384,0,0,1,0,1,1,8,-10,10
Scene 743,0.101123596,1,0.947427963,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.37254902,0.258426966,0.352941176,0.747474747,0.653061224,0.421052632,1,0.519493982,0.390593047,0,0,0,0,0,0,10,-10,10
Scene 744,0.247191011,0,0.603137832,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.62745098,0.808988764,0.549019608,0.070707071,0.306122449,0.263157895,0,0.27583193,0.807770961,0,0,1,1,0,1,10,10,8
Scene 745,0.606741573,0,0.573257352,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.725490196,0.674157303,0.176470588,0.01010101,0.836734694,1,0,0.692142778,0.734151329,0,0,0,0,0,0,10,-10,10
Scene 746,0.415730337,0,0.500426798,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.31372549,0.764044944,1,0.636363636,0.591836735,0.789473684,0,0.167614998,0.079754601,0,0,1,1,1,1,2,10,10
Scene 747,0.359550562,1,0.388151724,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.294117647,0.831460674,0.137254902,0.686868687,0.816326531,0.842105263,1,0.866990994,0.496932515,0,0,1,1,1,1,10,10,10
Scene 748,0.449438202,1,0.544808001,0,0.5,0.5,0.5,0,1,1,0,0,1,1,1,0.176470588,0.011235955,0.019607843,0.777777778,0.979591837,0.157894737,1,0.452988983,0.691206544,0,0,0,0,1,0,-2,-10,-2
Scene 749,0.95505618,1,0.655089459,1,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,0,0.843137255,0.123595506,0.803921569,0.505050505,0.714285714,0.894736842,1,0.796871725,0.231083845,0,0,1,0,1,1,-2,-10,10
Scene 750,0.561797753,0,0.549787474,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.68627451,0.966292135,0,0.02020202,0.224489796,0.315789474,0,0.894903435,0.90797546,0,1,0,1,0,1,-2,10,8
Scene 751,0.966292135,1,0.981057583,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.196078431,0.101123596,0.980392157,0.797979798,0.591836735,0.473684211,1,0.587536239,0.934560327,0,0,1,0,0,0,8,-10,10
Scene 752,0.696629213,0,0.786668703,0.5,1,0.5,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,0.862745098,0.112359551,0,0.424242424,0.918367347,0.526315789,0,0.501936366,0.736196319,0,0,1,0,1,0,-2,-10,10
Scene 753,0.269662921,0,0.051708072,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.509803922,0.04494382,0.843137255,0.828282828,0.142857143,0.631578947,0,0.985690339,0.055214724,0,0,1,1,1,0,10,-10,10
Scene 754,0.146067416,1,0.310571658,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.745098039,0.786516854,0.784313725,0.404040404,0.530612245,0.105263158,1,0.669815938,1,0,0,0,1,1,0,8,-10,10
Scene 755,0.404494382,1,0.768777234,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0,0.901960784,0.415730337,0.294117647,0.141414141,0.224489796,0.210526316,1,0.517863236,0.81595092,0,0,1,0,1,1,10,10,10
Scene 756,0.02247191,1,0.914508037,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.980392157,0.382022472,0.254901961,0.232323232,0.530612245,0.421052632,1,0.778134884,0.00408998,0,0,1,0,1,1,-2,10,10
Scene 757,0.516853933,0,0.254737403,0,0.5,0,0.5,0.5,0.5,0,0,0,1,1,0.5,0.705882353,0.04494382,0.588235294,0.909090909,0.244897959,0.789473684,0,0.365326288,0.81595092,0,0,1,1,0,1,10,-10,8
Scene 758,0.494382022,0,0.610478138,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.666666667,0.404494382,0.31372549,0.525252525,0.265306122,0.368421053,0,0.166564769,0.885480573,0,0,0,0,1,0,10,-10,10
Scene 759,0.505617978,1,0.033101807,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.843137255,0.235955056,0.431372549,0.888888889,0.571428571,0.368421053,1,0.306389662,0.044989775,0,0,0,0,0,1,8,-10,10
Scene 760,0.786516854,0,0.093551058,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.784313725,0.056179775,0.568627451,0.060606061,0.571428571,0.263157895,0,0.042409018,0.828220859,0,0,0,0,0,0,10,-10,10
Scene 761,0.741573034,0,0.089539338,0,0,1,1,1,1,0,1,0,1,0.5,0.5,0.176470588,0.505617978,0.843137255,0.919191919,0.387755102,0.052631579,0,0.852290519,0.261758691,0,0,1,0,1,0,-2,-10,10
Scene 762,0.078651685,1,0.207915187,0.5,0.5,0.5,0,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.666666667,0.168539326,0.058823529,0.656565657,0.020408163,0.789473684,1,0.74492456,0.662576687,0,0,0,0,1,1,8,-10,10
Scene 763,0,1,0.078562472,0.5,1,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.470588235,0.224719101,0.254901961,0.121212121,0.959183673,0.105263158,1,0.047512045,0.243353783,0,0,0,0,0,0,10,-10,10
Scene 764,0.752808989,0,0.877898431,1,0.5,0.5,0,0,0,1,1,0.5,1,0.5,0,0.31372549,0.134831461,0.980392157,0.343434343,0.285714286,0.947368421,0,0.619202748,0.300613497,0,0,0,0,1,0,-2,-10,10
Scene 765,0.764044944,0,0.196686022,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.294117647,0.853932584,0.137254902,0.505050505,0.571428571,0.263157895,0,0.443341018,0.695296524,0,0,1,0,1,0,10,-10,10
Scene 766,0.04494382,1,0.27553819,0.5,0.5,0,0.5,0.5,0.5,0,1,0.5,0.5,1,0.5,0.431372549,0.146067416,0.176470588,0.555555556,0.530612245,1,1,0.749351339,0.981595092,0,0,1,0,0,0,-2,-10,10
Scene 767,0.191011236,0,0.9589158,0.5,0,0,0.5,0.5,1,0.5,0,0.5,0,0,0.5,0.333333333,0.550561798,0.098039216,0.737373737,0.591836735,0.421052632,0,0.839243973,0.642126789,0,0,0,1,1,0,10,-10,10
Scene 768,0.91011236,0,0.396100634,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.549019608,0.786516854,0.68627451,0.252525253,0.12244898,0.263157895,0,0.76208521,0.766871166,0,0,0,0,0,1,8,-10,10
Scene 769,0.876404494,0,0.781559384,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.764705882,0.146067416,0.705882353,0.95959596,0.959183673,0.894736842,0,0.915868855,0.615541922,0,0,0,1,0,0,2,-10,8
Scene 770,0.617977528,1,0.767369714,1,1,0,0,1,0.5,0,0,0,1,0,0,0.647058824,0.179775281,0.823529412,0.131313131,0.612244898,0.736842105,1,0.70923879,0.572597137,0,0,0,1,1,0,10,-10,10
Scene 771,0.943820225,0,0.577552811,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,1,0.5,1,0.764044944,0.607843137,0.151515152,0.387755102,0.842105263,0,0.339308417,0.54805726,0,0,1,0,0,0,10,-10,10
Scene 772,0.235955056,0,0.871109154,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.490196078,0.168539326,0.647058824,0.111111111,0.775510204,1,0,0.752412178,0.899795501,0,0,0,1,1,1,10,10,10
Scene 773,0.348314607,0,0.480485674,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.058823529,0.764044944,0.196078431,0.525252525,0.755102041,0.263157895,0,0.912271078,0.576687117,0,0,0,0,1,1,2,-10,10
