Scene no.,oil_spill_size,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,sufficient_mixing_energy,seasurface,seawater,Rtime_ss,Rtime_sw,E_ssC,E_slC,E_swC,E_sbC,soot_pollution,residue_recovery,displacement,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,oil_amount_to_recover.1,displacement.1,retaining_capacity,shoreline_length,distance_to_inhabitation,mcr_DT_output,cdu_DT_output,isb_DT_output
Scene 590,LARGE,19,1,1.955759525,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,-1,-11,94,-18,55,49,18,1.955759525,no,1,2.227249431,440,OK ,OK ,OK 
Scene 591,MEDIUM,79,0,1.718462229,0,1,0,0,yes,Large,Large,Short,Short,-1,-1,1,0,NO soot pollution,yes,yes,-1,0,1,0,-37,84,-46,22,1,9,1.718462229,yes,0,2.681703694,440,Unknown,Unknown,Unknown
Scene 592,MEDIUM,16,0,0.632069588,-1,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,no,yes,0,0,1,0,-39,14,-16,52,21,9,0.632069588,yes,0,4.833439647,223,OK ,Not recommended ,OK 
Scene 593,SMALL,92,0,1.498009086,0,1,1,1,no,Large,Large,Short,Short,0,1,1,-1,NO soot pollution,no,yes,0,1,0,0,-30,39,-11,75,19,17,1.498009086,yes,0,4.234851569,207,Unknown,Not recommended ,OK 
Scene 594,SMALL,77,0,1.588101983,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,0,-36,72,-50,23,17,7,1.588101983,no,0,1.392261961,334,Go to next season ,Not recommended ,Consider 
Scene 595,MEDIUM,90,0,0.157408133,0,0,1,-1,yes,Large,Large,Short,Short,-1,1,0,-1,YES soot pollution,no,yes,-1,-1,-1,1,-6,68,-29,74,45,21,0.157408133,yes,0,2.990652746,447,Unknown,Not recommended ,Unknown
Scene 596,LARGE,61,0,1.101263404,1,0,1,-1,yes,Large,Large,Short,Short,-1,0,-1,0,YES soot pollution,no,no,-1,0,1,0,-25,73,-17,89,10,5,1.101263404,no,0,4.232387676,368,OK ,Unknown,Consider 
Scene 597,MEDIUM,87,0,0.666694343,0,1,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,0,-16,57,-47,91,31,10,0.666694343,no,0,3.781722912,298,Unknown,Not recommended ,OK 
Scene 598,LARGE,45,0,1.418946385,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-1,72,-39,47,39,14,1.418946385,yes,0,4.711598404,181,OK ,OK ,OK 
Scene 599,MEDIUM,18,0,0.482312679,0,1,1,0,yes,Large,Large,Short,Short,1,-1,1,0,YES soot pollution,no,no,0,-1,1,0,-41,24,-6,24,30,15,0.482312679,no,0,4.880001857,21,OK ,OK ,Consider 
Scene 600,MEDIUM,73,1,1.18281579,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,1,0,0,-1,-49,74,-13,12,47,18,1.18281579,no,1,4.881907084,433,Consider ,Not recommended ,Consider 
Scene 601,SMALL,72,0,1.242070079,1,-1,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,-1,0,0,0,-25,71,-45,69,19,8,1.242070079,yes,0,1.826594203,369,Unknown,OK ,OK 
Scene 602,LARGE,61,1,0.849203706,1,0,0,-1,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,-1,0,0,1,-42,46,-41,80,3,12,0.849203706,no,1,4.913713001,389,OK ,Not recommended ,Unknown
Scene 603,MEDIUM,67,1,0.798085153,0,1,1,0,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,0,0,-1,1,-5,40,-14,17,6,18,0.798085153,no,1,4.898411742,455,Unknown,OK ,Consider 
Scene 604,MEDIUM,94,0,0.535279691,0,0,-1,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,yes,no,0,0,-1,0,-8,72,-12,49,44,19,0.535279691,no,0,4.00083959,498,Unknown,Not recommended ,Consider 
Scene 605,MEDIUM,29,1,1.514680862,-1,1,0,-1,yes,Large,Large,Short,Short,0,-1,1,-1,YES soot pollution,no,no,-1,1,1,-1,-6,68,-20,53,34,15,1.514680862,no,1,4.727999971,291,OK ,Not recommended ,Consider 
Scene 606,LARGE,96,1,0.408990055,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,no,0,0,0,1,0,79,-3,69,3,6,0.408990055,no,1,4.560822317,435,OK ,OK ,OK 
Scene 607,SMALL,72,0,0.398039699,1,0,1,0,no,Large,Large,Short,Short,-1,0,-1,0,YES soot pollution,yes,yes,-1,0,-1,0,-29,73,-44,97,26,15,0.398039699,yes,0,1.545682243,71,Unknown,Not recommended ,OK 
Scene 608,LARGE,43,1,0.418895125,0,1,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,-1,0,1,-27,75,-41,84,1,14,0.418895125,yes,1,4.456646934,253,OK ,Not recommended ,OK 
Scene 609,SMALL,85,1,1.220006227,0,0,0,1,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,yes,no,1,0,0,0,-20,53,-49,62,21,15,1.220006227,no,1,1.443628734,14,Consider ,OK ,Consider 
Scene 610,LARGE,41,0,0.463551283,0,0,0,-1,yes,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,yes,0,1,0,1,-11,83,-34,36,24,7,0.463551283,yes,0,1.766136864,448,OK ,OK ,OK 
Scene 611,LARGE,43,1,1.91242516,1,0,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,yes,1,-1,0,-1,-29,60,-21,43,34,5,1.91242516,yes,1,3.207638156,172,OK ,OK ,OK 
Scene 612,SMALL,72,0,1.544837475,1,0,-1,-1,yes,Large,Large,Short,Short,1,1,-1,1,NO soot pollution,no,yes,-1,-1,0,0,-37,38,-18,14,36,5,1.544837475,yes,0,2.462293235,462,Unknown,OK ,Unknown
Scene 613,SMALL,72,1,0.951750636,-1,0,-1,1,no,Large,Large,Short,Short,-1,0,0,1,NO soot pollution,no,yes,-1,0,-1,0,-46,54,-37,11,26,18,0.951750636,yes,1,4.150971158,316,Unknown,Not recommended ,Consider 
Scene 614,LARGE,54,0,0.279838353,-1,0,-1,-1,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,yes,1,0,0,0,-11,31,-18,42,44,7,0.279838353,yes,0,1.202934381,181,OK ,Not recommended ,OK 
Scene 615,SMALL,39,0,1.195703387,-1,0,0,0,no,Large,Large,Short,Short,-1,0,0,-1,YES soot pollution,yes,yes,0,-1,0,1,-15,16,-8,41,8,15,1.195703387,yes,0,1.964168272,401,Unknown,Not recommended ,OK 
Scene 616,SMALL,73,1,1.293662906,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,0,-36,81,0,87,32,19,1.293662906,no,1,1.167339092,223,Consider ,Not recommended ,OK 
Scene 617,MEDIUM,53,0,0.132761359,0,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,no,yes,0,0,-1,0,-36,74,-41,25,8,9,0.132761359,yes,0,3.608820811,487,Unknown,Not recommended ,OK 
Scene 618,SMALL,29,1,1.348273754,0,1,0,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,yes,0,1,0,0,-23,52,-10,19,36,11,1.348273754,yes,1,1.25979536,439,Unknown,OK ,OK 
Scene 619,SMALL,93,1,1.454526424,1,0,0,1,yes,Large,Large,Short,Short,-1,0,0,1,NO soot pollution,yes,yes,-1,0,0,1,-13,37,-30,51,40,20,1.454526424,yes,1,4.446188873,435,Unknown,Unknown,Unknown
Scene 620,LARGE,74,0,0.625419855,-1,0,0,0,yes,Large,Large,Short,Short,-1,1,0,0,YES soot pollution,yes,yes,1,1,0,0,-3,53,-21,53,25,12,0.625419855,yes,0,1.605912682,445,OK ,OK ,OK 
Scene 621,SMALL,77,0,0.407135099,1,0,1,0,no,Large,Large,Short,Short,1,0,1,0,YES soot pollution,no,yes,1,0,0,0,-44,84,-5,47,2,18,0.407135099,yes,0,1.060658238,389,Unknown,Not recommended ,OK 
Scene 622,LARGE,81,1,0.167262942,0,0,1,-1,no,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,no,yes,0,0,1,-1,-23,56,-1,94,39,19,0.167262942,yes,1,4.739977407,369,OK ,Not recommended ,OK 
Scene 623,SMALL,91,1,0.267990768,1,0,1,-1,yes,Large,Large,Short,Short,0,0,1,1,YES soot pollution,yes,no,0,0,-1,1,-46,34,-4,95,7,9,0.267990768,no,1,1.613443813,211,Unknown,OK ,Consider 
Scene 624,MEDIUM,64,0,0.987064838,0,0,1,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,-1,0,-40,71,-14,87,39,4,0.987064838,yes,0,4.149352746,423,Unknown,Not recommended ,OK 
Scene 625,LARGE,98,1,0.203441009,1,0,1,0,no,Large,Large,Short,Short,0,0,1,1,NO soot pollution,yes,yes,1,0,-1,0,-24,13,-12,94,49,21,0.203441009,yes,1,4.5006721,420,OK ,Not recommended ,OK 
Scene 626,SMALL,21,0,0.141198456,0,0,1,0,yes,Large,Large,Short,Short,0,0,-1,-1,NO soot pollution,yes,no,0,0,1,-1,-48,49,-19,74,35,6,0.141198456,no,0,2.918480874,251,Unknown,Not recommended ,OK 
Scene 627,SMALL,77,0,1.335833073,0,-1,0,0,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,no,no,0,0,0,0,-30,96,-15,93,25,8,1.335833073,no,0,4.483232863,34,Unknown,Not recommended ,Consider 
Scene 628,LARGE,19,1,1.231442213,0,0,-1,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,no,yes,0,0,-1,0,-19,60,-24,14,11,5,1.231442213,yes,1,4.067512631,206,OK ,Not recommended ,OK 
Scene 629,LARGE,55,1,0.324898601,0,1,-1,1,no,Large,Large,Short,Short,0,-1,-1,0,YES soot pollution,no,yes,0,0,-1,-1,-40,97,-18,43,33,18,0.324898601,yes,1,1.781039462,355,OK ,Not recommended ,OK 
Scene 630,SMALL,47,1,0.172092304,0,1,0,1,no,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,yes,yes,0,1,0,1,-39,55,-20,70,34,15,0.172092304,yes,1,1.00122835,306,Unknown,Not recommended ,OK 
Scene 631,LARGE,43,1,1.053918839,-1,1,0,0,no,Large,Large,Short,Short,0,-1,1,-1,YES soot pollution,no,yes,-1,0,1,0,-42,61,-37,60,30,3,1.053918839,yes,1,1.845956545,419,OK ,Not recommended ,Unknown
Scene 632,MEDIUM,98,1,1.995268583,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,-1,-34,85,-50,63,24,7,1.995268583,no,1,3.765429391,317,Consider ,Not recommended ,OK 
Scene 633,MEDIUM,38,0,1.544148207,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,0,-43,81,1,55,43,3,1.544148207,no,0,2.234177497,220,OK ,OK ,Consider 
Scene 634,SMALL,38,0,0.315921962,-1,1,0,0,yes,Small,Large,Short,Short,0,1,0,-1,NO soot pollution,no,yes,-1,1,-1,1,-12,83,-20,93,18,10,0.315921962,yes,0,4.077083204,475,Unknown,Not recommended ,OK 
Scene 635,SMALL,89,1,0.506227434,0,0,1,-1,no,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,yes,yes,0,0,0,-1,-38,85,-28,41,12,16,0.506227434,yes,1,4.623003125,80,Unknown,Not recommended ,OK 
Scene 636,SMALL,10,1,1.559135318,1,0,0,1,yes,Large,Small,Short,Short,1,0,0,1,YES soot pollution,yes,yes,-1,1,0,0,-6,71,-13,85,0,6,1.559135318,yes,1,1.849090681,444,Unknown,OK ,OK 
Scene 637,LARGE,51,1,1.643267393,-1,1,0,1,no,Large,Large,Short,Short,1,0,1,1,NO soot pollution,yes,yes,-1,1,0,-1,-6,51,-24,89,12,12,1.643267393,yes,1,1.6799492,354,OK ,Not recommended ,OK 
Scene 638,SMALL,51,1,1.81702733,1,0,0,-1,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,no,-1,0,0,1,-23,94,-14,29,49,2,1.81702733,no,1,3.606180333,216,Unknown,Not recommended ,Consider 
Scene 639,SMALL,57,0,1.578486443,0,-1,0,0,no,Large,Large,Short,Short,-1,-1,0,0,YES soot pollution,no,yes,0,0,0,0,-8,51,-16,85,20,14,1.578486443,yes,0,2.618053535,488,Unknown,Not recommended ,OK 
Scene 640,MEDIUM,45,0,1.714224696,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,-1,-33,36,-19,48,16,13,1.714224696,no,0,2.505428803,390,OK ,OK ,OK 
Scene 641,LARGE,54,0,0.929359436,0,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,no,-1,0,0,0,-23,45,-45,93,13,14,0.929359436,no,0,4.922895059,414,OK ,Not recommended ,OK 
Scene 642,LARGE,78,0,1.135530472,-1,1,0,0,yes,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,yes,no,-1,1,0,0,-26,95,-50,90,30,4,1.135530472,no,0,1.760509058,488,OK ,OK ,OK 
Scene 643,MEDIUM,49,0,0.762418151,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,yes,0,0,-1,0,-17,77,-23,35,12,19,0.762418151,yes,0,3.189709633,260,OK ,Not recommended ,OK 
Scene 644,MEDIUM,74,1,0.339848518,0,0,-1,1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,no,0,0,0,-1,-27,18,-46,46,47,18,0.339848518,no,1,1.483270596,30,Unknown,Not recommended ,Consider 
Scene 645,SMALL,29,1,1.973218799,0,0,0,1,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,yes,0,0,0,-1,-46,26,-44,77,26,13,1.973218799,yes,1,2.356210277,292,Consider ,Not recommended ,OK 
Scene 646,MEDIUM,99,0,0.241432577,0,0,-1,0,yes,Large,Large,Short,Short,0,1,1,1,YES soot pollution,yes,no,0,-1,-1,-1,-31,16,-32,72,17,13,0.241432577,no,0,1.636128764,498,Unknown,OK ,Consider 
Scene 647,MEDIUM,84,0,1.63830483,0,0,-1,1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,0,0,0,-1,-13,74,-15,60,49,3,1.63830483,no,0,2.781044004,395,Unknown,Not recommended ,Consider 
Scene 648,MEDIUM,74,1,0.681454957,1,0,1,0,yes,Large,Large,Short,Short,0,0,1,1,YES soot pollution,no,yes,-1,0,1,-1,-50,72,-13,98,3,11,0.681454957,yes,1,2.421144603,397,Unknown,OK ,Consider 
Scene 649,SMALL,86,1,1.656940341,1,0,0,-1,no,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,no,yes,1,0,0,1,-6,38,-2,93,24,7,1.656940341,yes,1,2.954780875,356,Unknown,Not recommended ,OK 
Scene 650,SMALL,77,1,0.778104722,0,1,1,1,no,Large,Large,Short,Short,0,-1,1,1,YES soot pollution,no,yes,0,1,0,0,-45,39,-8,82,15,7,0.778104722,yes,1,4.219845773,485,Unknown,Not recommended ,OK 
Scene 651,SMALL,42,0,0.291101158,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,yes,0,0,0,0,-30,77,-37,75,27,18,0.291101158,yes,0,3.828912497,168,Consider ,OK ,OK 
Scene 652,LARGE,56,0,0.987757444,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,0,1,-13,61,-34,98,46,14,0.987757444,yes,0,3.094279905,211,OK ,Not recommended ,OK 
Scene 653,LARGE,26,1,0.813277543,0,0,-1,1,no,Large,Large,Short,Short,0,-1,1,1,YES soot pollution,no,yes,0,0,1,-1,-42,28,-42,87,33,4,0.813277543,yes,1,4.142352973,346,OK ,Not recommended ,OK 
Scene 654,MEDIUM,49,0,0.567747533,0,0,-1,-1,yes,Large,Large,Short,Short,1,0,-1,0,YES soot pollution,no,no,-1,0,0,-1,-1,50,-43,47,5,10,0.567747533,no,0,4.481283486,155,OK ,OK ,Consider 
Scene 655,LARGE,53,1,0.605782807,0,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,yes,0,0,0,1,-11,99,-50,63,34,5,0.605782807,yes,1,4.233444937,373,OK ,Not recommended ,OK 
Scene 656,MEDIUM,95,0,0.738296151,0,-1,-1,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,no,0,-1,0,1,-24,61,-9,72,15,15,0.738296151,no,0,3.082863985,222,Unknown,Not recommended ,OK 
Scene 657,LARGE,51,1,1.123384595,0,-1,0,-1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,1,-30,96,-12,91,31,7,1.123384595,no,1,3.152496439,370,OK ,Not recommended ,OK 
Scene 658,MEDIUM,40,1,1.383240223,0,1,1,0,yes,Large,Large,Short,Short,0,1,0,1,YES soot pollution,yes,no,0,1,-1,-1,-19,90,-4,20,11,13,1.383240223,no,1,1.341157692,194,OK ,OK ,Consider 
Scene 659,LARGE,15,1,0.489384592,1,0,0,1,no,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,0,0,0,1,-23,55,-23,17,44,7,0.489384592,no,1,4.437861943,14,OK ,Not recommended ,Consider 
Scene 660,MEDIUM,83,0,1.248633146,0,0,-1,0,yes,Large,Large,Short,Short,-1,1,0,0,NO soot pollution,yes,no,1,-1,-1,0,0,51,-34,22,25,6,1.248633146,no,0,3.906353994,33,Unknown,OK ,OK 
Scene 661,LARGE,25,0,0.52721417,0,0,-1,1,no,Large,Large,Short,Short,1,0,0,1,NO soot pollution,yes,no,1,0,1,0,-3,97,-46,42,8,21,0.52721417,no,0,4.99742669,496,OK ,Not recommended ,OK 
Scene 662,SMALL,94,1,1.607064605,0,1,0,-1,yes,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,yes,0,-1,0,1,-12,70,-35,10,2,10,1.607064605,yes,1,3.630119085,97,Unknown,OK ,OK 
Scene 663,SMALL,11,0,1.41968739,0,-1,-1,0,yes,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,yes,yes,0,1,-1,0,-47,40,-4,7,45,9,1.41968739,yes,0,3.116005277,86,Unknown,Not recommended ,OK 
Scene 664,MEDIUM,86,0,0.695011318,-1,1,0,1,no,Large,Small,Short,Short,1,-1,0,0,NO soot pollution,yes,yes,-1,1,0,0,-33,53,-14,33,0,18,0.695011318,yes,0,3.152492943,156,Unknown,Not recommended ,OK 
Scene 665,SMALL,89,0,1.928261161,0,0,0,0,yes,Large,Large,Short,Short,1,1,0,0,NO soot pollution,no,yes,-1,1,0,0,-17,79,-13,91,28,2,1.928261161,yes,0,4.092624298,325,Go to next season ,OK ,OK 
Scene 666,LARGE,63,1,0.334932625,0,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,0,0,0,-1,1,72,-45,32,6,12,0.334932625,yes,1,2.841491644,67,OK ,Not recommended ,OK 
Scene 667,SMALL,13,1,1.855523109,1,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,-1,0,0,1,-45,23,-42,73,24,21,1.855523109,yes,1,2.109219335,176,Unknown,OK ,Unknown
Scene 668,LARGE,55,0,1.325673342,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-7,60,-2,48,9,12,1.325673342,yes,0,3.245133985,49,OK ,Not recommended ,OK 
Scene 669,MEDIUM,79,0,0.295810431,0,0,0,0,yes,Large,Large,Short,Short,0,-1,1,1,NO soot pollution,yes,yes,0,1,0,-1,-13,64,-5,29,1,13,0.295810431,yes,0,3.500182516,384,Consider ,OK ,OK 
Scene 670,MEDIUM,57,1,0.267395616,0,0,1,-1,no,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,no,no,0,-1,1,1,-25,98,-15,60,21,11,0.267395616,no,1,2.828458035,246,Unknown,Not recommended ,Consider 
Scene 671,MEDIUM,11,0,0.430938929,0,1,-1,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,0,-20,89,-37,37,36,20,0.430938929,no,0,4.441620608,298,OK ,Not recommended ,OK 
Scene 672,LARGE,48,1,1.116281867,-1,1,0,0,no,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,yes,no,1,1,0,1,-11,49,-14,93,48,13,1.116281867,no,1,4.438610606,139,OK ,Not recommended ,Consider 
Scene 673,SMALL,66,0,0.256697565,0,1,0,0,no,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,no,no,0,-1,0,0,-45,93,-49,15,47,21,0.256697565,no,0,3.907410658,23,Unknown,Not recommended ,Consider 
Scene 674,LARGE,82,1,1.118804336,0,1,0,0,no,Large,Large,Short,Short,1,1,0,1,NO soot pollution,no,no,-1,0,0,0,-18,87,-41,14,33,7,1.118804336,no,1,2.243822237,194,OK ,Not recommended ,OK 
Scene 675,LARGE,19,0,1.419531941,0,0,1,0,yes,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,yes,0,0,-1,0,-15,88,-32,47,14,20,1.419531941,yes,0,2.247415723,117,OK ,OK ,OK 
Scene 676,LARGE,42,0,1.479058862,0,0,0,-1,no,Large,Large,Short,Short,1,0,-1,0,YES soot pollution,yes,no,0,0,0,1,-35,57,-32,18,31,4,1.479058862,no,0,3.383199577,171,OK ,Not recommended ,Consider 
Scene 677,MEDIUM,60,1,1.829544544,-1,1,1,-1,no,Large,Large,Short,Short,-1,-1,0,0,YES soot pollution,yes,no,1,0,-1,1,-8,18,-14,1,39,7,1.829544544,no,1,4.894028209,382,Unknown,Not recommended ,Consider 
Scene 678,SMALL,26,1,1.588790178,1,1,0,1,no,Large,Large,Short,Short,1,-1,0,-1,NO soot pollution,yes,yes,1,1,0,0,-10,93,-11,20,31,12,1.588790178,yes,1,4.233877206,208,Unknown,Not recommended ,OK 
Scene 679,LARGE,52,0,1.838965535,1,0,0,0,yes,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,no,0,0,-1,0,-36,36,-26,61,48,2,1.838965535,no,0,2.98281285,281,OK ,OK ,OK 
Scene 680,MEDIUM,19,1,0.206633121,1,0,0,1,yes,Large,Large,Short,Short,-1,1,0,-1,YES soot pollution,no,yes,0,-1,0,-1,-5,98,-36,79,34,21,0.206633121,yes,1,3.730541887,245,OK ,Not recommended ,OK 
Scene 681,SMALL,89,0,0.447975487,0,0,0,0,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,yes,yes,0,-1,0,0,-38,74,-7,94,7,5,0.447975487,yes,0,1.57318646,402,Consider ,OK ,OK 
Scene 682,MEDIUM,85,0,0.621920049,-1,0,0,-1,yes,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,yes,yes,-1,0,0,0,-6,83,-20,38,36,10,0.621920049,yes,0,1.349514548,44,Unknown,Not recommended ,OK 
Scene 683,SMALL,67,0,1.418206453,0,0,-1,0,yes,Large,Large,Short,Short,1,0,1,0,NO soot pollution,yes,yes,-1,0,0,0,-50,52,-36,94,43,2,1.418206453,yes,0,3.732262091,354,Unknown,OK ,OK 
Scene 684,LARGE,48,0,1.568659425,0,-1,0,0,no,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,yes,yes,0,-1,0,0,-17,70,-42,53,44,20,1.568659425,yes,0,4.171967747,90,OK ,Not recommended ,OK 
Scene 685,MEDIUM,93,0,0.669932365,1,-1,-1,0,no,Large,Large,Short,Short,1,-1,-1,0,NO soot pollution,no,yes,0,1,1,0,-41,86,-43,12,46,5,0.669932365,yes,0,1.078928008,109,Unknown,Not recommended ,OK 
Scene 686,SMALL,64,0,1.196617603,0,0,1,0,no,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,no,0,0,1,0,-37,56,-23,6,19,9,1.196617603,no,0,1.307454404,320,Unknown,Not recommended ,OK 
Scene 687,MEDIUM,71,0,0.177514896,0,0,-1,0,yes,Large,Large,Short,Short,0,-1,-1,1,YES soot pollution,no,no,0,1,0,0,-27,47,-5,43,13,9,0.177514896,no,0,4.843834327,24,Unknown,OK ,Consider 
Scene 688,SMALL,12,0,0.538809359,0,-1,0,1,no,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,no,0,0,0,1,-5,39,-13,2,40,4,0.538809359,no,0,3.532053154,453,Unknown,Not recommended ,OK 
Scene 689,LARGE,46,1,0.220516741,1,0,-1,-1,no,Large,Large,Short,Short,1,1,0,0,YES soot pollution,no,yes,-1,1,-1,1,-9,25,1,72,19,21,0.220516741,yes,1,3.978092221,259,OK ,Not recommended ,OK 
Scene 690,LARGE,71,0,1.966031432,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,yes,0,0,0,1,-45,26,-9,67,46,18,1.966031432,yes,0,1.770128303,339,OK ,OK ,OK 
Scene 691,MEDIUM,96,1,1.816483974,0,-1,-1,1,no,Large,Large,Short,Short,-1,0,-1,1,YES soot pollution,no,yes,1,0,0,0,-8,72,-20,10,30,16,1.816483974,yes,1,3.978099366,340,Unknown,Not recommended ,OK 
Scene 692,MEDIUM,61,0,1.06668663,-1,-1,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,no,-1,1,0,0,-32,33,-12,77,34,21,1.06668663,no,0,3.610646762,41,Unknown,Not recommended ,Consider 
Scene 693,LARGE,44,1,0.25202781,-1,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,1,-47,42,-40,50,10,5,0.25202781,yes,1,3.972617296,344,OK ,Not recommended ,OK 
Scene 694,LARGE,80,1,1.699987411,-1,1,0,0,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,yes,1,0,0,0,-29,45,-26,21,7,9,1.699987411,yes,1,3.468420451,247,OK ,Not recommended ,OK 
Scene 695,SMALL,37,0,0.80672431,0,0,-1,0,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,0,0,0,0,-26,32,-24,23,38,4,0.80672431,no,0,4.711354977,79,Unknown,Not recommended ,Consider 
Scene 696,SMALL,31,0,1.40517509,0,0,-1,0,yes,Large,Large,Short,Short,0,0,1,1,YES soot pollution,yes,no,0,0,0,1,-27,34,-6,8,46,20,1.40517509,no,0,3.631776298,249,Unknown,OK ,Consider 
Scene 697,SMALL,58,1,1.87312448,0,0,1,-1,yes,Large,Large,Short,Short,0,0,1,1,YES soot pollution,yes,no,0,0,-1,-1,-16,51,-16,83,27,9,1.87312448,no,1,1.942477157,345,Unknown,OK ,Consider 
Scene 698,MEDIUM,70,0,0.679458737,0,-1,0,-1,no,Large,Large,Short,Short,1,1,0,-1,NO soot pollution,yes,no,-1,0,0,0,-40,54,-50,67,15,17,0.679458737,no,0,2.334318157,16,Unknown,Not recommended ,OK 
Scene 699,MEDIUM,98,0,1.800504327,0,0,-1,0,yes,Large,Large,Short,Short,0,-1,1,0,YES soot pollution,yes,yes,0,-1,0,0,-47,27,-37,8,10,8,1.800504327,yes,0,3.530069167,409,Unknown,OK ,OK 
Scene 700,MEDIUM,50,1,1.881424069,0,0,0,1,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,yes,no,0,0,1,1,-31,68,-38,97,30,15,1.881424069,no,1,3.396601665,114,OK ,OK ,Consider 
